Price,Close,High,Low,Open,Volume
Ticker,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX
Date,,,,,
2023-01-03,89.30782318115234,91.82664705157808,88.5654290840107,91.67640295504388,1709983
2023-01-04,91.15493774414062,91.28750881098115,89.31663603249142,89.70550936379844,2276220
2023-01-05,91.31402587890625,92.53366491572035,91.2168075416046,91.52613554990765,1693577
2023-01-06,91.19029998779297,91.53498075181612,90.60698993000285,90.92515782646196,2450188
2023-01-09,91.31402587890625,92.16689461198986,91.26983327364373,91.80895069219113,1048736
2023-01-10,91.31402587890625,91.95920150437678,90.6776901230572,90.86328692803903,1075679
2023-01-11,91.4996337890625,91.80896183490823,91.03122178494672,91.64987787663819,1092327
2023-01-12,92.9579086303711,93.10815272820622,91.72942949095003,92.18016852730153,2087584
2023-01-13,94.12451171875,94.619436571016,93.32025209097236,93.37328457003329,1929496
2023-01-16,94.87574005126953,95.08784974162363,93.97426881013054,94.29243671708441,1250653
2023-01-17,94.95528411865234,95.40601636171952,94.63711621598998,94.83155290571091,2328626
2023-01-18,95.14088439941406,95.45021244302139,94.45152283284754,95.06133904943181,1756089
2023-01-19,96.10421752929688,96.18376287618302,94.7696870584134,95.65348528737509,2196287
2023-01-20,96.03351593017578,96.46657516144904,95.78604676946017,96.0688619245757,3741095
2023-01-23,95.98933410644531,96.43123325738453,95.80373727219235,96.33401490475022,2377559
2023-01-24,95.49440002441406,95.92745926265862,94.8757372269337,95.8037280517316,1494747
2023-01-25,96.18376922607422,96.51077027695706,95.2646181981318,95.45905490019503,1620732
2023-01-27,97.0852279663086,97.17360643504946,96.2898082619509,96.77589995429308,2186238
2023-01-30,97.00569915771484,97.30618733032992,96.85103176467462,96.952666676842,1465480
2023-01-31,97.27082824707031,97.61550900745975,96.88196162215503,97.09407130327656,1745314
2023-02-01,97.35037994384766,97.93368329070351,96.86428820242976,97.65086811647281,2037070
2023-02-02,96.97918701171875,97.70390132249149,96.97918701171875,97.70390132249149,2267124
2023-02-03,98.23416900634766,98.48163141776845,97.04104281251449,97.1294212819012,2487251
2023-02-06,97.88065338134766,98.43744383546057,97.5624854810416,98.27835988530754,1325884
2023-02-07,97.48294830322266,98.13695711104191,97.1736135257901,97.97787315856205,1606239
2023-02-08,97.5006103515625,97.82761809017107,97.35036628632803,97.57131582091213,1486405
2023-02-09,97.40341186523438,97.74809266999512,96.85545448038204,97.40341186523438,1378411
2023-02-10,97.17361450195312,97.38573093595407,96.82893372525848,97.08523602587549,1516258
2023-02-13,96.5991439819336,97.12942154252174,96.36051469681966,97.0940688061032,1552187
2023-02-14,96.5549545288086,97.57132381978614,96.41354357851648,97.49177847453552,1712454
2023-02-15,91.03121185302734,93.81517744758698,90.2181191518462,92.01222836485165,7122390
2023-02-16,89.70552062988281,91.30519327355246,89.59062928704228,90.46558764952422,4756659
2023-02-17,89.23710632324219,90.6511821103671,88.95429116581721,89.44037613550488,4030572
2023-02-20,90.35070037841797,90.49210459575994,89.24595253762313,89.26362553622373,1597651
2023-02-21,89.72318267822266,90.33300554214945,89.44036754795196,90.1739216099444,1842679
2023-02-22,89.52464294433594,90.38198995265073,88.85681989421929,89.07340985109781,3345735
2023-02-23,90.15637969970703,90.77005702476156,89.75929234665085,89.75929234665085,2366921
2023-02-24,91.3476333618164,91.41080572282338,89.98490741978462,90.05710637101288,2873586
2023-02-27,91.50105285644531,91.82594125840238,90.90542870970475,91.23933681679817,1875413
2023-02-28,90.86933135986328,91.78984393010268,90.66176108726107,91.34763738358473,4181654
2023-03-01,89.38928985595703,90.58054509770356,89.38928985595703,90.201504018529,2589393
2023-03-02,87.6023941040039,89.88563249736336,87.6023941040039,89.57879729308344,3973674
2023-03-03,88.21607971191406,88.5454779793818,87.71070079357766,87.80997263614678,2835253
2023-03-06,88.98316955566406,89.55172769132078,88.53193643734399,88.6131619789825,1734529
2023-03-07,89.25391387939453,89.56977569117569,88.577064189033,89.20878781259532,2461272
2023-03-08,88.81170654296875,89.29001255153939,88.28827446800535,88.75755388624324,1862278
2023-03-09,89.09146881103516,89.56977481925786,88.82072618341765,89.17268746815779,2100981
2023-03-10,86.19454956054688,87.63849411807836,85.94186012363771,87.36775150123525,3399512
2023-03-13,85.84259796142578,87.2233703152972,85.62600108943971,86.63676583622677,2531902
